track_id,id,artist_name,album_name,release_date,track_name,track_number,danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
5jJ69cMDMC0aeWPjZo6VP2,6iKqPv9C5oU29LR82N8lJf,Modest Mouse,Strangers to Ourselves,2015-03-13,Lampshades on Fire,2,0.659,0.906,-3.906,0,0.0428,0.156,3.27e-06,0.105,0.792,94.997,187720
5lGmCFgnNcmQJjMdaH0J8M,6iKqPv9C5oU29LR82N8lJf,Modest Mouse,Strangers to Ourselves,2015-03-13,Ansel,5,0.651,0.819,-4.405,1,0.0379,0.0595,0.00297,0.144,0.773,96.532,176493
5nKe9PgCtEhqdnvXAQIBhF,0TGTGuc2vXv6ZECoAf52N0,Modest Mouse,Good News For People Who Love Bad News,2004-04-05,Horn Intro,1,0,0.475,-4.701,1,0,0.0131,0.0908,0.399,0,0,9867
5nnKP1opMspMTmE4txvn29,30BLhkeaIgQ9EdvxnocCB6,Modest Mouse,Sad Sappy Sucker,2001-04-24,Think Long,9,0.146,0.299,-11.329,1,0.0371,0.671,0.00568,0.164,0.104,138.187,69893
5o4qSJgebT0W9Qil414Dqw,3PTktNuj2FItJr8afuiieo,Modest Mouse,This Is a Long Drive for Someone with Nothing to Think About,1996-04-16,Custom Concern,3,0.58,0.564,-10.034,1,0.108,0.54,0.000203,0.113,0.43,158.104,268093
5o5R70FLhegu7hpsTHAybE,6iKqPv9C5oU29LR82N8lJf,Modest Mouse,Strangers to Ourselves,2015-03-13,"The Ground Walks, with Time in a Box",6,0.65,0.957,-3.4,0,0.0439,0.0102,0.0125,0.193,0.877,128.009,370387
5op53ANI4exiWqFHKuwWxd,0TGTGuc2vXv6ZECoAf52N0,Modest Mouse,Good News For People Who Love Bad News,2004-04-05,The World At Large,2,0.523,0.477,-9.076,1,0.0254,0.0961,0.000106,0.101,0.249,76.973,272507
5qI0YpJGQ8NlElqDWXkoMD,2fzFo9ypJRRla1N2IYOoQP,Modest Mouse,Building Nothing Out of Something,2000-01-18,A Life Of Arctic Sounds,8,0.493,0.785,-5.351,1,0.0454,0.35,0.149,0.0916,0.515,95.121,149267
5sARTwBXoDOD3qehZeL8fw,30BLhkeaIgQ9EdvxnocCB6,Modest Mouse,Sad Sappy Sucker,2001-04-24,Classy Plastic Lumber,4,0.383,0.377,-10.123,1,0.0973,0.403,0.000953,0.369,0.715,157.493,122987
5seoy3lNHpqtnBNnqdYoPF,2lXBCL76UL5PCPbfAqKBkz,Modest Mouse,We Were Dead Before The Ship Even Sank,2007-03-20,Florida,4,0.498,0.898,-3.672,1,0.0413,0.00495,0,0.352,0.914,136.527,177827
5vtRk4rYxiy4cj95cmJ5Ma,3PTktNuj2FItJr8afuiieo,Modest Mouse,This Is a Long Drive for Someone with Nothing to Think About,1996-04-16,Dramamine,1,0.378,0.736,-9.438,0,0.0407,0.326,0.105,0.107,0.796,182.672,342000
604fgWYaIUfr9UtBe9bj1p,0TGTGuc2vXv6ZECoAf52N0,Modest Mouse,Good News For People Who Love Bad News,2004-04-05,Satin In A Coffin,11,0.458,0.836,-6.146,0,0.0479,0.00384,0,0.365,0.417,173.839,155200
6DTFmTnazxFGo6SdwSICwv,5mvHTVy1iUIkAflIufoOpj,Modest Mouse,The Lonesome Crowded West,1997-11-18,Bankrupt On Selling,14,0.352,0.34,-6.66,0,0.0319,0.833,4.08e-05,0.159,0.0749,69.791,173773
6FjKAch1aGFI9LxJziA2Xe,5mvHTVy1iUIkAflIufoOpj,Modest Mouse,The Lonesome Crowded West,1997-11-18,Truckers Atlas,12,0.647,0.71,-7.77,1,0.0407,0.0592,0.266,0.119,0.683,100.663,657533
6K5bFg5C8kasbgUPYgPucG,1jSTXHarvMPAUDuNCC8B9H,Modest Mouse,Baron Von Bullshit Rides Again,2004-04-06,"The Good Times Are Killing Me - Live at the Social, Orlando, FL - February 2004",10,0.69,0.553,-14.031,1,0.0318,0.406,0.0773,0.788,0.821,94.135,300827
6KwcYhu7U4GcwzquO3BSQs,2lXBCL76UL5PCPbfAqKBkz,Modest Mouse,We Were Dead Before The Ship Even Sank,2007-03-20,Steam Engenius,11,0.559,0.817,-5.802,0,0.125,0.026,0.000271,0.374,0.68,89.951,266320
6MiZt50wutgoVDuGYAni8d,3PTktNuj2FItJr8afuiieo,Modest Mouse,This Is a Long Drive for Someone with Nothing to Think About,1996-04-16,Space Travel Is Boring,16,0.451,0.713,-8.124,1,0.229,0.693,5.86e-06,0.353,0.464,140.193,113973
6Tg01shiUHr2dAqBpX2fs0,6iKqPv9C5oU29LR82N8lJf,Modest Mouse,Strangers to Ourselves,2015-03-13,Shit in Your Cut,3,0.619,0.638,-7.145,0,0.0286,0.00757,1.62e-05,0.104,0.585,75.224,283733
6ULXR7Y3NSKyMmBrOI42nb,0hnwu9WUcXrL23w5WPrbOX,Modest Mouse,The Golden Casket,2021-06-25,We're Lucky,3,0.626,0.683,-5.548,0,0.0312,0.0878,0.000155,0.286,0.673,97.997,164627
6VPmuKRODPVBazkpPRUgK5,5mvHTVy1iUIkAflIufoOpj,Modest Mouse,The Lonesome Crowded West,1997-11-18,Heart Cooks Brain,2,0.649,0.521,-4.787,1,0.0305,0.00626,0.00106,0.223,0.365,81.514,242933
6chJN3uEWTwhNoYhx11vD3,2fzFo9ypJRRla1N2IYOoQP,Modest Mouse,Building Nothing Out of Something,2000-01-18,Interstate 8,2,0.484,0.75,-6.11,1,0.0611,0.00819,0.000146,0.104,0.48,100.27,279200
6gy2A4FH3wtv2Pgyc3MdBs,1jSTXHarvMPAUDuNCC8B9H,Modest Mouse,Baron Von Bullshit Rides Again,2004-04-06,"Interstate 8 - Live at the Social, Orlando, FL - February 2004",9,0.425,0.627,-8.822,1,0.0313,0.0203,0.11,0.713,0.523,107.134,241707
6pVPv5nX8u8uEfQApdm91Q,30BLhkeaIgQ9EdvxnocCB6,Modest Mouse,Sad Sappy Sucker,2001-04-24,"Blue Cadet-3, Do You Connect",15,0.292,0.012,-10.763,1,0.0382,0.994,0.905,0.0646,0.301,82.513,69227
6qDeJl9eSjtqAoxX2dIFM5,3PTktNuj2FItJr8afuiieo,Modest Mouse,This Is a Long Drive for Someone with Nothing to Think About,1996-04-16,Might,4,0.503,0.955,-7.032,1,0.0615,0.0696,0.795,0.333,0.228,126.505,91333
6z5oU2wt2QRE0G95F6XHoh,5SbcupirEParczvqqyUPXL,Modest Mouse,The Moon & Antarctica,2000-06-13,A Different City,6,0.413,0.71,-6.054,1,0.051,0.0206,0.000493,0.649,0.709,139.9,174440
70IIrKoDLyQK7vSGqHIHRf,6iKqPv9C5oU29LR82N8lJf,Modest Mouse,Strangers to Ourselves,2015-03-13,Strangers to Ourselves,1,0.552,0.425,-10.444,1,0.0304,0.559,0.928,0.201,0.268,110.294,204480
72zsr1jSMnaMPtl713jXeJ,0TGTGuc2vXv6ZECoAf52N0,Modest Mouse,Good News For People Who Love Bad News,2004-04-05,Bury Me With It,6,0.521,0.931,-4.549,1,0.0654,0.00575,0,0.243,0.816,170.048,229867
73ptateUzEZc4xXGWlQpaa,0hnwu9WUcXrL23w5WPrbOX,Modest Mouse,The Golden Casket,2021-06-25,We Are Between,2,0.614,0.91,-3.175,0,0.0444,0.00956,0.000301,0.343,0.407,128.973,232907
75GJzkw6GunnRWieVmxvXh,2fzFo9ypJRRla1N2IYOoQP,Modest Mouse,Building Nothing Out of Something,2000-01-18,Medication,4,0.333,0.429,-10.02,0,0.0948,0.541,0.0211,0.31,0.316,94.149,301800
77DqRxc6Bkh7YyW25OPyze,6iKqPv9C5oU29LR82N8lJf,Modest Mouse,Strangers to Ourselves,2015-03-13,Of Course We Know,15,0.449,0.562,-6.322,1,0.0347,0.0415,0.885,0.105,0.346,120.964,322520
7BlUVki3KTJyM3vlgTWnyr,30BLhkeaIgQ9EdvxnocCB6,Modest Mouse,Sad Sappy Sucker,2001-04-24,Secret Agent X-9,14,0.251,0.548,-6.553,1,0.0338,0.959,4.54e-05,0.0928,0.405,89.73,72440
7Gi8kaILAUgjYqgdee9410,5SbcupirEParczvqqyUPXL,Modest Mouse,The Moon & Antarctica,2000-06-13,3rd Planet,1,0.536,0.567,-7.512,1,0.113,0.326,1.87e-05,0.109,0.433,82.191,238493
7HTTvRPmxwWkjWhhbhqTuc,3PTktNuj2FItJr8afuiieo,Modest Mouse,This Is a Long Drive for Someone with Nothing to Think About,1996-04-16,Ionizes & Atomizes,7,0.563,0.491,-11.491,1,0.0781,0.426,0.0178,0.0708,0.194,74.265,261333
7JVJnw38D5TblpI25uwwUm,5SbcupirEParczvqqyUPXL,Modest Mouse,The Moon & Antarctica,2000-06-13,Life Like Weeds,14,0.472,0.571,-7.788,0,0.026,0.097,0.118,0.35,0.141,129.015,390427
7MfNEVeRcksjZ5fcqV5UeB,5mvHTVy1iUIkAflIufoOpj,Modest Mouse,The Lonesome Crowded West,1997-11-18,Lounge (Closing Time),4,0.638,0.523,-6.489,1,0.0402,0.186,0.251,0.057,0.41,116.12,423773
7mKkJuVgkR72ozJGvJOTHP,0TGTGuc2vXv6ZECoAf52N0,Modest Mouse,Good News For People Who Love Bad News,2004-04-05,The View,10,0.655,0.883,-4.913,1,0.0443,0.00165,0.00813,0.0472,0.69,123,250093
7ow8R2QCGeAr3JiRbSDzWs,5mvHTVy1iUIkAflIufoOpj,Modest Mouse,The Lonesome Crowded West,1997-11-18,Convenient Parking,3,0.615,0.754,-4.447,1,0.035,0.323,0.204,0.0595,0.848,122.79,248360
7wKnLB4yxsfLS3JEOlAZdG,5mvHTVy1iUIkAflIufoOpj,Modest Mouse,The Lonesome Crowded West,1997-11-18,Long Distance Drunk,10,0.865,0.345,-11.264,1,0.0549,0.881,0.805,0.111,0.542,94.676,222600
7yrICac2g1HLXMh4QUOWng,6iKqPv9C5oU29LR82N8lJf,Modest Mouse,Strangers to Ourselves,2015-03-13,Sugar Boats,9,0.396,0.949,-2.842,1,0.0637,0.0159,0.000789,0.0899,0.661,88.435,243120
